instance,best_known,algo_solution,gap,time
bur26a,5426670.0000,5517786,1.6790,0.2957
bur26f,3782044.0000,3879662,2.5811,0.3370
tai60b,608215054.0000,786217166,29.2663,0.9498
tai40a,3139370.0000,3555648,13.2599,0.5401
bur26h,7098658.0000,7226686,1.8036,0.2978
esc8c,inf,24,0.0000,0.0818
sko72,66256.0000,75012,13.2154,1.1634
nug12,578.0000,592,2.4221,0.1741
tai9a,inf,89884,0.0000,0.0954
sko81,90998.0000,102042,12.1365,1.3690
esc8d,inf,7,0.0000,0.0886
nug15,1150.0000,1178,2.4348,0.1936
nug24,3488.0000,3888,11.4679,0.3281
tai25a,1167256.0000,1307828,12.0429,0.3129
chr22b,6194.0000,7538,21.6984,0.2752
bur26g,10117172.0000,10213386,0.9510,0.3884
nug25,3744.0000,4176,11.5385,0.3494
esc64a,116.0000,120,3.4483,3.6188
sko42,15812.0000,17930,13.3949,0.7308
tai80b,818415043.0000,1081675710,32.1671,1.4548
nug22,3596.0000,3770,4.8387,0.4308
esc8e,inf,0,0.0000,0.1085
nug14,1014.0000,1022,0.7890,0.2122
esc8b,inf,5,0.0000,0.1085
tai20b,122455319.0000,143691858,17.3423,0.2328
rou15,354210.0000,370794,4.6820,0.2103
lipa60b,2520135.0000,3177569,26.0873,0.9308
rou12,235528.0000,238134,1.1065,0.2006
lipa40a,31538.0000,32330,2.5113,0.5272
esc16b,292.0000,292,0.0000,0.4642
esc16e,28.0000,28,0.0000,0.5386
chr15c,9504.0000,16320,71.7172,0.1899
tho30,149936.0000,174336,16.2736,0.3697
tai11a,inf,198663,0.0000,0.1000
ste36a,9526.0000,14016,47.1342,0.4830
esc16d,16.0000,16,0.0000,0.3675
tai18a,inf,627026,0.0000,0.1748
esc16c,160.0000,160,0.0000,0.3653
esc16j,8.0000,8,0.0000,0.5930
lipa80b,7763962.0000,9911528,27.6607,1.3941
lipa20b,27076.0000,32292,19.2643,0.2914
tai12a,224416.0000,239848,6.8765,0.1771
chr15b,7990.0000,12604,57.7472,0.2116
kra30b,91420.0000,112220,22.7521,0.3819
esc32g,6.0000,6,0.0000,3.2878
tho150,8133398.0000,9413136,15.7344,3.3819
tho40,240516.0000,292450,21.5927,0.5181
tai16a,inf,474671,0.0000,0.1564
tai50b,458821517.0000,568532853,23.9115,0.7393
chr12c,11156.0000,12926,15.8659,0.1910
esc32h,438.0000,504,15.0685,0.6393
tai30a,1818146.0000,2009004,10.4974,0.4260
esc32f,2.0000,2,0.0000,3.1500
chr18b,1534.0000,1818,18.5137,0.2870
esc32a,130.0000,238,83.0769,0.4805
tai10b,inf,647049,0.0000,0.0985
chr12b,9742.0000,9742,0.0000,0.1780
tai15a,388214.0000,407914,5.0745,0.2012
tai35b,283315445.0000,328863943,16.0770,0.5315
tai100b,1185996137.0000,1497565008,26.2706,2.1001
had16,3720.0000,3722,0.0538,0.3070
sko56,34458.0000,39228,13.8429,0.8750
tai64c,1855928.0000,1987034,7.0642,3.5011
scr10,inf,27510,0.0000,0.0969
nug6,inf,70,0.0000,0.0596
had20,6922.0000,6948,0.3756,0.7190
sko100d,149576.0000,166992,11.6436,1.9906
nug8,inf,188,0.0000,0.0796
sko100c,147862.0000,167186,13.0689,1.7059
had18,5358.0000,5400,0.7839,0.3091
nug16b,1240.0000,1240,0.0000,0.3722
lipa50b,1210244.0000,1502678,24.1632,0.7160
lipa70a,169755.0000,172815,1.8026,1.0727
tai7a,inf,52447,0.0000,0.0645
lipa30a,13178.0000,13612,3.2934,0.3824
scr20,110030.0000,139028,26.3546,0.2623
sko100b,153890.0000,173072,12.4647,1.8521
sko100e,149150.0000,168006,12.6423,1.8752
lipa10b,inf,1992,0.0000,0.1107
nug7,inf,126,0.0000,0.0668
lipa90a,360630.0000,366048,1.5024,1.5990
nug30,6124.0000,7016,14.5656,0.3704
chr20a,2192.0000,4452,103.1022,0.2601
